Model,Price,Rating,RAM,ROM,Brand,Website,Rating
"Infinix Zero 20 (Green Fantasy, 128 GB)","17,999",4.4,8 GB RAM , 128 GB ROM ,Infinix,ebay,449 Ratings
"Infinix Zero 20 (DEEP GRAY, 128 GB)","17,999",4.4,8 GB RAM , 128 GB ROM ,Infinix,ebay,449 Ratings
itel Ace 2N,899,4.2,4 MB RAM , 4 MB ROM ,itel,ebay,354 Ratings
"realme Narzo 50i (Carbon Black, 64 GB)","8,999",4.3,4 GB RAM , 64 GB ROM ,realme,ebay,"61,879 Ratings"
KARBONN KX3,993,3.9,32 MB RAM , 32 MB ROM ,KARBONN,ebay,"8,355 Ratings"
"REDMI Note 11S (Horizon Blue, 64 GB)","15,399",4.2,6 GB RAM , 64 GB ROM,REDMI,ebay,"2,082 Ratings"
"Infinix Note 11s Free Fire Edition (Mithril Grey, 128 GB)","15,999",4.2,8 GB RAM , 128 GB ROM ,Infinix,ebay,"7,333 Ratings"
"realme C35 (Glowing Green, 128 GB)","12,999",4.4,4 GB RAM , 128 GB ROM ,realme,ebay,"1,59,779 Ratings"
GFive V8,725,3.8,32 MB RAM , 32 MB ROM,GFive,ebay,767 Ratings
"IQOO Neo 6 5G (Dark Nova, 128 GB)","30,199",4.3,8 GB RAM , 128 GB ROM,IQOO,ebay,754 Ratings
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)","16,988",4.3,6 GB RAM , 128 GB ROM,REDMI,ebay,"5,436 Ratings"
"Infinix Hot 12 Pro (Racing Black, 64 GB)","9,999",4.2,6 GB RAM , 64 GB ROM ,Infinix,ebay,"5,542 Ratings"
"Infinix Hot 12 Pro (Halo White, 64 GB)","9,999",4.2,6 GB RAM , 64 GB ROM ,Infinix,ebay,"5,542 Ratings"
"APPLE iPhone 12 (White, 128 GB)","57,999",4.6,,128 GB ROM,APPLE,ebay,"1,85,701 Ratings"
"APPLE iPhone 12 (Purple, 128 GB)","57,999",4.6,,128 GB ROM,APPLE,ebay,"1,85,701 Ratings"
"REDMI 9 Activ (Coral Green, 128 GB)","10,499",4.2,6 GB RAM , 128 GB ROM ,REDMI,ebay,"4,552 Ratings"
"vivo T1 Pro 5G (Turbo Cyan, 128 GB)","24,999",4.3,8 GB RAM , 128 GB ROM,vivo,ebay,"14,613 Ratings"
"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)","18,300",4.2,6 GB RAM , 128 GB ROM,SAMSUNG,ebay,"7,179 Ratings"
Nokia 105 TA-1416 DS,"1,599",4.1,32 MB RAM , 32 MB ROM,Nokia,ebay,"4,334 Ratings"
"realme 9i 5G (Rocking Black, 128 GB)","16,999",4.3,6 GB RAM , 128 GB ROM ,realme,ebay,"4,970 Ratings"
LAVA A1 2021,"1,119",4.1,0 MB ROM , Expandable Upto 32 GB,LAVA,ebay,"1,913 Ratings"
"realme 9 Pro+ 5G (Aurora Green, 128 GB)","23,499",4.4,8 GB RAM , 128 GB ROM,realme,ebay,"27,012 Ratings"
"realme 9 Pro+ 5G (Midnight Black, 128 GB)","23,499",4.4,8 GB RAM , 128 GB ROM,realme,ebay,"27,012 Ratings"
"realme 9 Pro+ 5G (Aurora Green, 256 GB)","25,499",4.4,8 GB RAM , 256 GB ROM,realme,ebay,"27,012 Ratings"
Nokia 105,"1,399",4.1,,32 MB ROM,Nokia,ebay,"30,957 Ratings"
LAVA Flip,"1,945",4.2,56 MB RAM , 56 MB ROM,LAVA,ebay,"1,423 Ratings"
"APPLE iPhone 12 (White, 128 GB)","57,999",4.6,,128 GB ROM,APPLE,ebay,"1,85,701 Ratings"
KARBONN Jumbo K9,"1,335",4,,Expandable Upto 8 GB,KARBONN,ebay,"12,673 Ratings"
LAVA A1 2021,"1,119",4.1,0 MB ROM , Expandable Upto 32 GB,LAVA,ebay,"1,913 Ratings"
"realme 9 Pro+ 5G (Midnight Black, 128 GB)","23,499",4.4,8 GB RAM , 128 GB ROM,realme,ebay,"27,012 Ratings"
"realme 9 Pro+ 5G (Midnight Black, 256 GB)","25,499",4.4,8 GB RAM , 256 GB ROM,realme,ebay,"27,012 Ratings"
"realme 9 Pro+ 5G (Aurora Green, 256 GB)","25,499",4.4,8 GB RAM , 256 GB ROM,realme,ebay,"27,012 Ratings"
"realme 9 Pro+ 5G (Aurora Green, 128 GB)","23,499",4.4,8 GB RAM , 128 GB ROM,realme,ebay,"27,012 Ratings"
"realme 9 Pro+ 5G (Midnight Black, 128 GB)","21,499",4.4,6 GB RAM , 128 GB ROM,realme,ebay,"30,596 Ratings"
"Infinix Note 12 Pro (Volcanic Grey, 256 GB)","14,999",4.2,8 GB RAM , 256 GB ROM ,Infinix,ebay,"2,968 Ratings"
"realme 10 Pro+ 5G (Nebula Blue, 128 GB)","24,999",4.5,6 GB RAM , 128 GB ROM,realme,ebay,"4,381 Ratings"
Nokia 105 PLUS,"1,549",4.1,4 MB RAM , 4 MB ROM,Nokia,ebay,"5,686 Ratings"
"vivo Y01 (Elegant Black, 32 GB)","7,999",4.3,2 GB RAM , 32 GB ROM,vivo,ebay,549 Ratings
itel it2175,"1,095",4,4 MB RAM , 4 MB ROM ,itel,ebay,326 Ratings
"Infinix Note 12 TURBO (Jewel Blue, 128 GB)","13,999",4.2,8 GB RAM , 128 GB ROM ,Infinix,ebay,"7,196 Ratings"
MTR Ferrari,"1,300",4.1,64 MB RAM , 64 MB ROM,MTR,ebay,"6,207 Ratings"
"Infinix Note 12 TURBO (Force Black, 128 GB)","13,999",4.2,8 GB RAM , 128 GB ROM ,Infinix,ebay,"7,196 Ratings"
"realme 9 5G SE (Azure Glow, 128 GB)","19,999",4.4,6 GB RAM , 128 GB ROM ,realme,ebay,"25,528 Ratings"
"realme C30s (Stripe Black, 32 GB)","7,499",4.5,2 GB RAM , 32 GB ROM ,realme,ebay,"3,975 Ratings"
"realme 9 5G SE (Starry Glow, 128 GB)","19,999",4.4,6 GB RAM , 128 GB ROM ,realme,ebay,"25,528 Ratings"
Micromax X415,925,3.9,32 MB RAM , 32 MB ROM,Micromax,ebay,747 Ratings
Micromax X415,957,3.9,56 MB RAM , 36 MB ROM,Micromax,ebay,"1,083 Ratings"
LAVA A1 Super 2021,"1,199",4,32 MB RAM , 24 MB ROM ,LAVA,ebay,"2,088 Ratings"
"REDMI A1+ (Light Green, 32 GB)","7,499",4.2,2 GB RAM , 32 GB ROM ,REDMI,ebay,542 Ratings
Micromax X818,"1,591",3.9,32 MB RAM , 32 MB ROM,Micromax,ebay,"1,924 Ratings"
"REDMI 9 Activ (Carbon Black, 128 GB)","10,499",4.2,6 GB RAM , 128 GB ROM ,REDMI,ebay,"4,552 Ratings"
"realme 9 Pro 5G (Sunrise Blue, 128 GB)","20,999",4.3,8 GB RAM , 128 GB ROM ,realme,ebay,"13,963 Ratings"
"realme 9 Pro 5G (Aurora Green, 128 GB)","18,999",4.4,6 GB RAM , 128 GB ROM ,realme,ebay,"79,039 Ratings"
"Infinix Hot 12 Pro (Lightsaber Green, 128 GB)","11,999",4,8 GB RAM , 128 GB ROM ,Infinix,ebay,"3,969 Ratings"
"realme 9 Pro 5G (Midnight Black, 128 GB)","18,999",4.4,6 GB RAM , 128 GB ROM ,realme,ebay,"79,039 Ratings"
"realme 9 Pro 5G (Sunrise Blue, 128 GB)","18,999",4.4,6 GB RAM , 128 GB ROM ,realme,ebay,"79,039 Ratings"
Micromax X512,"1,175",3.9,56 MB RAM , 24 MB ROM,Micromax,ebay,"9,758 Ratings"
Micromax X513+,"1,101",3.8,32 MB RAM , 32 MB ROM,Micromax,ebay,"1,152 Ratings"
"vivo Y75 (Moonlight Shadow, 128 GB)","19,990",4.2,8 GB RAM , 128 GB ROM ,vivo,ebay,"1,465 Ratings"
SAMSUNG Guru Music 2 SM-B315E,"2,022",4.2,,Expandable Upto 16 GB,SAMSUNG,ebay,"9,103 Ratings"
Kechaoda K28,"1,399",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,691 Ratings"
SAMSUNG Guru Music 2,"2,075",4.2,0.53 RAM , NA KB ROM ,SAMSUNG,ebay,"2,022 Ratings"
"realme Narzo 50 (Speed Black, 64 GB)","12,899",4.5,4 GB RAM , 64 GB ROM ,realme,ebay,"14,747 Ratings"
Micromax X513+,"1,112",3.8,32 MB RAM , 32 MB ROM,Micromax,ebay,"1,152 Ratings"
itel Power 410,"1,599",4.1,4 MB RAM , 4 MB ROM ,itel,ebay,"1,689 Ratings"
Energizer M1,749,3.6,32 MB RAM , 32 MB ROM,Energizer,ebay,507 Ratings
"Redmi Note 11 (Horizon Blue, 64 GB)","13,481",4.2,6 GB RAM , 64 GB ROM,Redmi,ebay,"9,161 Ratings"
"IQOO Z6 Lite 5G (Stellar Green, 128 GB)","16,499",,6 GB RAM , 128 GB ROM,IQOO,ebay,#VALUE!
"REDMI Note 10S (Deep Sea Blue, 128 GB)","16,340",4.2,8 GB RAM , 128 GB ROM ,REDMI,ebay,"7,183 Ratings"
"OPPO A16 (Crystal Black, 64 GB)","12,990",4.3,4 GB RAM , 64 GB ROM,OPPO,ebay,"3,670 Ratings"
"IQOO Neo 6 5G (Cyber Rage, 128 GB)","30,499",4.3,8 GB RAM , 128 GB ROM,IQOO,ebay,754 Ratings
"IQOO Neo 6 5G (Maverick Orange, 128 GB)","30,349",4.3,8 GB RAM , 128 GB ROM,IQOO,ebay,754 Ratings
itel Power 410,"1,599",4.1,4 MB RAM , 4 MB ROM ,itel,ebay,"1,689 Ratings"
"realme Narzo 50 (Speed Black, 128 GB)","15,499",4.4,6 GB RAM , 128 GB ROM ,realme,ebay,"7,120 Ratings"
Energizer M1,749,3.6,32 MB RAM , 32 MB ROM,Energizer,ebay,507 Ratings
"vivo Y16 (Steller Black, 64 GB)","10,999",4.3,3 GB RAM , 64 GB ROM ,vivo,ebay,776 Ratings
"vivo Y16 (Steller Black, 64 GB)","12,499",4.3,4 GB RAM , 64 GB ROM ,vivo,ebay,615 Ratings
Kechaoda K28,"1,399",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,691 Ratings"
Kechaoda K28,"1,399",4.1,32 MB RAM , 64 MB ROM,Kechaoda,ebay,"2,691 Ratings"
"Redmi Note 11 (Horizon Blue, 64 GB)","13,488",4.2,6 GB RAM , 64 GB ROM,Redmi,ebay,"9,161 Ratings"
"SAMSUNG Galaxy A03 Core (Bronze, 32 GB)","6,909",4,2 GB RAM , 32 GB ROM ,SAMSUNG,ebay,"2,439 Ratings"
"OPPO A16 (Crystal Black, 64 GB)","12,990",4.3,4 GB RAM , 64 GB ROM,OPPO,ebay,"3,670 Ratings"
"IQOO Neo 6 5G (Maverick Orange, 128 GB)","30,349",4.3,8 GB RAM , 128 GB ROM,IQOO,ebay,754 Ratings
"IQOO Neo 6 5G (Cyber Rage, 128 GB)","30,499",4.3,8 GB RAM , 128 GB ROM,IQOO,ebay,754 Ratings
"IQOO Neo 6 5G (Dark Nova, 128 GB)","29,999",4.3,8 GB RAM , 128 GB ROM,IQOO,ebay,754 Ratings
"MOTOROLA g22 (Cosmic Black, 64 GB)","9,499",3.7,4 GB RAM , 64 GB ROM ,MOTOROLA,ebay,"26,741 Ratings"
SAMSUNG GURU GT,"1,698",4.1,,0 MB ROM,SAMSUNG,ebay,742 Ratings
"REDMI K50i 5G (Stealth Black, 128 GB)","24,830",4.2,6 GB RAM , 128 GB ROM,REDMI,ebay,874 Ratings
"realme C20 (Cool Grey, 32 GB)","7,499",4.4,2 GB RAM , 32 GB ROM ,realme,ebay,"2,96,108 Ratings"
SAMSUNG GURU 1200,"1,599",4,,NA MB ROM,SAMSUNG,ebay,"1,087 Ratings"
"REDMI Note 11 SE (Space Black, 64 GB)","11,999",4.3,6 GB RAM , 64 GB ROM ,REDMI,ebay,"30,409 Ratings"
"REDMI 11 Prime 5G (Meadow Green, 128 GB)","16,479",4.2,6 GB RAM , 128 GB ROM,REDMI,ebay,174 Ratings
"Infinix HOT 20 5G (Space Blue, 64 GB)","11,499",4.2,4 GB RAM , 64 GB ROM ,Infinix,ebay,831 Ratings
"APPLE iPhone 11 (White, 128 GB)","44,999",4.6,,128 GB ROM,APPLE,ebay,"1,76,742 Ratings"
"APPLE iPhone 12 (Green, 128 GB)","57,999",4.6,,128 GB ROM,APPLE,ebay,"1,85,701 Ratings"
"Redmi Note 11 (Space Black, 64 GB)","13,480",4.2,6 GB RAM , 64 GB ROM,Redmi,ebay,"9,161 Ratings"
"APPLE iPhone 11 (Red, 128 GB)","44,999",4.6,,128 GB ROM,APPLE,ebay,"1,76,742 Ratings"
itel Power 410,"1,499",4.1,4 MB RAM , 4 MB ROM ,itel,ebay,"1,689 Ratings"
"APPLE iPhone 11 (Black, 128 GB)","44,999",4.6,,128 GB ROM,APPLE,ebay,"1,76,742 Ratings"
Nokia 125 TA-1253 DS,"2,099",4,4 MB RAM , 4 MB ROM,Nokia,ebay,"2,787 Ratings"
Kechaoda K28,"1,399",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,691 Ratings"
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)","20,297",4.2,6 GB RAM , 128 GB ROM,Redmi,ebay,"5,366 Ratings"
"APPLE iPhone 14 Plus (Blue, 128 GB)","82,999",4.6,,128 GB ROM,APPLE,ebay,412 Ratings
"realme 8 5G (Supersonic Black, 128 GB)","16,499",4.3,4 GB RAM , 128 GB ROM ,realme,ebay,"75,662 Ratings"
"REDMI 9 Activ (Metallic Purple, 128 GB)","10,499",4.2,6 GB RAM , 128 GB ROM ,REDMI,ebay,"4,552 Ratings"
"realme C25_Y (Metal Grey, 64 GB)","10,999",4.5,4 GB RAM , 64 GB ROM,realme,ebay,"46,231 Ratings"
"realme C25_Y (Glacier Blue, 128 GB)","11,999",4.5,4 GB RAM , 128 GB ROM,realme,ebay,"46,231 Ratings"
GREENBERRI F1,"1,299",3.9,64 MB RAM , 64 MB ROM ,GREENBERRI,ebay,"1,511 Ratings"
"itel A49 (Crystal Purple, 32 GB)","5,699",4.2,2 GB RAM , 32 GB ROM ,itel,ebay,466 Ratings
itel it2175,"1,099",4,4 MB RAM , 4 MB ROM ,itel,ebay,326 Ratings
"REDMI 10A (Sea Blue, 64 GB)","8,998",4.2,4 GB RAM , 64 GB ROM,REDMI,ebay,"7,695 Ratings"
"REDMI 11 Prime 5G (Chrome Silver, 128 GB)","16,499",4.2,6 GB RAM , 128 GB ROM,REDMI,ebay,174 Ratings
"REDMI Note 10 Lite (Glacier White, 128 GB)","19,900",4.3,6 GB RAM , 128 GB ROM,REDMI,ebay,843 Ratings
"REDMI 10 Power (Sporty Orange, 128 GB)","13,949",4.1,8 GB RAM , 128 GB ROM,REDMI,ebay,503 Ratings
"REDMI Note 10 Pro (Vintage Bronze, 128 GB)","17,999",4.3,6 GB RAM , 128 GB ROM ,REDMI,ebay,"41,637 Ratings"
DIZO Star 500,"1,890",4,32 MB RAM , 32 MB ROM ,DIZO,ebay,"12,294 Ratings"
"OPPO Reno8 5G (Shimmer Black, 128 GB)","29,999",4.3,8 GB RAM , 128 GB ROM,OPPO,ebay,"32,029 Ratings"
"OPPO Reno8 5G (Shimmer Gold, 128 GB)","29,999",4.3,8 GB RAM , 128 GB ROM,OPPO,ebay,"32,029 Ratings"
"Tecno Pop 5 LTE (Deepsea Luster, 32 GB)","6,489",4.2,2 GB RAM , 32 GB ROM ,Tecno,ebay,667 Ratings
"Tecno Pop 5 LTE (Ice Blue, 32 GB)","6,485",4.2,2 GB RAM , 32 GB ROM ,Tecno,ebay,667 Ratings
"realme C25_Y (Glacier Blue, 128 GB)","11,999",4.5,4 GB RAM , 128 GB ROM,realme,ebay,"46,231 Ratings"
"realme C25_Y (Metal Grey, 64 GB)","10,999",4.5,4 GB RAM , 64 GB ROM,realme,ebay,"46,231 Ratings"
itel IT5626,"1,749",4,8 MB RAM , 8 MB ROM ,itel,ebay,"1,205 Ratings"
itel IT5626,"1,749",4,8 MB RAM , 8 MB ROM ,itel,ebay,"1,205 Ratings"
"APPLE iPhone 14 Plus (Blue, 128 GB)","82,999",4.6,,128 GB ROM,APPLE,ebay,412 Ratings
"REDMI K50i 5G (Stealth Black, 128 GB)","22,999",4.2,6 GB RAM , 128 GB ROM,REDMI,ebay,874 Ratings
Nokia TA-1304/105 SS,"1,449",4.2,4 MB RAM , 4 MB ROM,Nokia,ebay,"62,955 Ratings"
"OPPO Reno8 5G (Shimmer Black, 128 GB)","29,999",4.3,8 GB RAM , 128 GB ROM,OPPO,ebay,"32,029 Ratings"
Micromax J2,990,3.7,32 MB RAM , 32 MB ROM,Micromax,ebay,301 Ratings
KARBONN K106s,998,3.4,32 MB RAM , 32 MB ROM ,KARBONN,ebay,8 Ratings
"itel A49 (Crystal Purple, 32 GB)","5,699",4.2,2 GB RAM , 32 GB ROM ,itel,ebay,466 Ratings
"REDMI 10A (Sea Blue, 64 GB)","8,998",4.2,4 GB RAM , 64 GB ROM,REDMI,ebay,"7,695 Ratings"
"REDMI 11 Prime 5G (Chrome Silver, 128 GB)","16,499",4.2,6 GB RAM , 128 GB ROM,REDMI,ebay,174 Ratings
itel it2163S,989,4,4 MB RAM , 4 MB ROM ,itel,ebay,563 Ratings
"POCO C50 (Country Green, 32 GB)","7,299",2.7,3 GB RAM , 32 GB ROM ,POCO,ebay,3 Ratings
"Tecno Pop 5 LTE (Deepsea Luster, 32 GB)","6,489",4.2,2 GB RAM , 32 GB ROM ,Tecno,ebay,667 Ratings
"POCO X4 Pro 5G (Laser Blue, 64 GB)","18,999",4.2,6 GB RAM , 64 GB ROM ,POCO,ebay,"61,334 Ratings"
"REDMI Note 10 Pro (Vintage Bronze, 128 GB)","17,999",4.3,6 GB RAM , 128 GB ROM ,REDMI,ebay,"41,637 Ratings"
DIZO Star 500,"1,890",4,32 MB RAM , 32 MB ROM ,DIZO,ebay,"12,294 Ratings"
"APPLE iPhone 14 Plus (Starlight, 256 GB)","92,999",4.6,,256 GB ROM,APPLE,ebay,412 Ratings
"Tecno Pop 5 LTE (Ice Blue, 32 GB)","6,485",4.2,2 GB RAM , 32 GB ROM ,Tecno,ebay,667 Ratings
"OPPO Reno8 5G (Shimmer Gold, 128 GB)","29,999",4.3,8 GB RAM , 128 GB ROM,OPPO,ebay,"32,029 Ratings"
"REDMI Note 10S (Deep Sea Blue, 64 GB)","14,999",4.4,6 GB RAM , 64 GB ROM ,REDMI,ebay,"82,753 Ratings"
Energizer Hardcase E100,"1,099",3.8,32 MB RAM , 32 MB ROM ,Energizer,ebay,"1,315 Ratings"
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)","26,999",,8 GB RAM , 128 GB ROM,REDMI,ebay,#VALUE!
"POCO X4 Pro 5G (Yellow, 128 GB)","21,999",4.1,8 GB RAM , 128 GB ROM ,POCO,ebay,"14,202 Ratings"
"IQOO Z6 5G (Chromatic Blue, 128 GB)","18,499",4.1,8 GB RAM , 128 GB ROM,IQOO,ebay,307 Ratings
Kechaoda K66 The Music House 4,"1,165",3.9,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"15,548 Ratings"
"realme 10 Pro+ 5G (Hyperspace, 128 GB)","25,999",4.5,8 GB RAM , 128 GB ROM,realme,ebay,"2,335 Ratings"
"realme 10 Pro+ 5G (Dark Matter, 128 GB)","24,999",4.5,6 GB RAM , 128 GB ROM,realme,ebay,"4,381 Ratings"
"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)","20,999",4.1,8 GB RAM , 128 GB ROM,MOTOROLA,ebay,"11,717 Ratings"
"MOTOROLA e32s (Misty Silver, 64 GB)","9,999",3.8,4 GB RAM , 64 GB ROM ,MOTOROLA,ebay,"1,332 Ratings"
"SAMSUNG Galaxy A33 (Awesome Peach, 128 GB)","25,999",4.1,6 GB RAM , 128 GB ROM ,SAMSUNG,ebay,"1,523 Ratings"
"REDMI A1 (Light Green, 32 GB)","6,307",4.2,2 GB RAM , 32 GB ROM,REDMI,ebay,"1,893 Ratings"
"REDMI A1 (Light Blue, 32 GB)","6,352",4.2,2 GB RAM , 32 GB ROM,REDMI,ebay,"1,893 Ratings"
"REDMI A1 (Black, 32 GB)","6,460",4.2,2 GB RAM , 32 GB ROM,REDMI,ebay,"1,893 Ratings"
"MOTOROLA e32 (Arctic Blue, 64 GB)","8,999",4.2,4 GB RAM , 64 GB ROM ,MOTOROLA,ebay,157 Ratings
"SAMSUNG Galaxy M32 (Black, 64 GB)","12,475",4.2,4 GB RAM , 64 GB ROM,SAMSUNG,ebay,"4,237 Ratings"
"SAMSUNG GALAXY M13 5G (Midnight Blue, 128 GB)","14,890",4.1,6 GB RAM , 128 GB ROM,SAMSUNG,ebay,402 Ratings
"REDMI 10A (Charcoal Black, 64 GB)","8,960",4.2,4 GB RAM , 64 GB ROM,REDMI,ebay,"5,010 Ratings"
itel it2163S,989,4,4 MB RAM , 4 MB ROM ,itel,ebay,563 Ratings
"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)","26,999",,8 GB RAM , 128 GB ROM,REDMI,ebay,#VALUE!
"REDMI 11 Prime 5G (Chrome Silver, 64 GB)","13,998",4.2,4 GB RAM , 64 GB ROM,REDMI,ebay,791 Ratings
"REDMI 11 Prime 5G (Meadow Green, 64 GB)","13,975",4.2,4 GB RAM , 64 GB ROM,REDMI,ebay,791 Ratings
Kechaoda A26,"1,199",4.1,32 MB RAM , 32 MB ROM ,Kechaoda,ebay,"14,177 Ratings"
"SAMSUNG Galaxy A13 (Blue, 128 GB)","16,499",4.1,6 GB RAM , 128 GB ROM ,SAMSUNG,ebay,257 Ratings
Micromax X512,"1,135",3.9,56 MB RAM , 24 MB ROM,Micromax,ebay,"9,758 Ratings"
"vivo V23e 5G (Midnight Blue, 128 GB)","23,688",4.2,8 GB RAM , 128 GB ROM ,vivo,ebay,"1,890 Ratings"
"realme 8i (Space Black, 64 GB)","13,999",4.5,4 GB RAM , 64 GB ROM ,realme,ebay,"1,71,965 Ratings"
"vivo Y21G (Diamond Glow, 64 GB)","13,499",4.3,4 GB RAM , 64 GB ROM ,vivo,ebay,"1,985 Ratings"
SAMSUNG GURU 1200,"1,690",4.1,4 MB RAM , 4 MB ROM,SAMSUNG,ebay,459 Ratings
"IQOO 9 5G (Alpha, 256 GB)","39,990",4,12 GB RAM , 256 GB ROM,IQOO,ebay,34 Ratings
"POCO M5 (Icy Blue, 128 GB)","12,999",4.3,6 GB RAM , 128 GB ROM ,POCO,ebay,"1,359 Ratings"
DIZO Star 300,"1,445",3.9,32 MB RAM , 32 MB ROM ,DIZO,ebay,"9,526 Ratings"
"SAMSUNG Galaxy A73 5G (Awesome Gray, 128 GB)","41,999",4.2,8 GB RAM , 128 GB ROM ,SAMSUNG,ebay,"1,256 Ratings"
"REDMI 9 Activ (Carbon Black, 64 GB)","8,091",4.2,4 GB RAM , 64 GB ROM ,REDMI,ebay,"9,079 Ratings"
"realme 8 (Cyber Silver, 128 GB)","17,999",4.4,8 GB RAM , 128 GB ROM ,realme,ebay,"95,489 Ratings"
"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)","27,999",,8 GB RAM , 256 GB ROM,REDMI,ebay,#VALUE!
"APPLE iPhone 14 Plus (Starlight, 128 GB)","82,999",4.6,,128 GB ROM,APPLE,ebay,412 Ratings
"Google Pixel 7 (Lemongrass, 128 GB)","59,999",4.4,8 GB RAM , 128 GB ROM,Google,ebay,"1,775 Ratings"
"Google Pixel 7 (Obsidian, 128 GB)","59,999",4.4,8 GB RAM , 128 GB ROM,Google,ebay,"1,775 Ratings"
"APPLE iPhone 14 Plus (Blue, 256 GB)","92,999",4.6,,256 GB ROM,APPLE,ebay,412 Ratings
"SAMSUNG Galaxy M32 Prime Edition (Light Blue, 64 GB)","11,570",4.1,4 GB RAM , 64 GB ROM,SAMSUNG,ebay,95 Ratings
"Infinix Zero 20 (Glitter Gold, 128 GB)","17,999",4.4,8 GB RAM , 128 GB ROM ,Infinix,ebay,449 Ratings
"REDMI 10 Prime 2022 (Astral White, 64 GB)","11,797",4.2,4 GB RAM , 64 GB ROM,REDMI,ebay,"3,015 Ratings"
"MOTOROLA G40 Fusion (Frosted Champagne, 128 GB)","16,499",4.2,6 GB RAM , 128 GB ROM,MOTOROLA,ebay,"55,864 Ratings"
"REDMI Note 11S (Polar White, 128 GB)","16,480",4.2,6 GB RAM , 128 GB ROM,REDMI,ebay,"2,082 Ratings"
"MOTOROLA g22 (Mint Green, 64 GB)","9,499",3.7,4 GB RAM , 64 GB ROM ,MOTOROLA,ebay,"26,741 Ratings"
Kechaoda K66 The Music House 4,"1,199",3.9,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"15,548 Ratings"
Kechaoda K66 The Music House 4,"1,180",3.9,32 MB RAM , 64 MB ROM,Kechaoda,ebay,"15,548 Ratings"
Kechaoda K66 The Music House 4,"1,165",3.9,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"15,548 Ratings"
Kechaoda A26,"1,199",4.1,32 MB RAM , 32 MB ROM ,Kechaoda,ebay,"14,177 Ratings"
"SAMSUNG Galaxy A33 (Awesome Black, 128 GB)","25,999",4.1,6 GB RAM , 128 GB ROM ,SAMSUNG,ebay,"1,523 Ratings"
Kechaoda K115,"1,199",4.1,32 MB RAM , 32 MB ROM,Kechaoda,ebay,"28,686 Ratings"
Kechaoda K115,"1,140",4.1,32 MB RAM , 32 MB ROM,Kechaoda,ebay,"28,686 Ratings"
Kechaoda K115,"1,180",4.1,32 MB RAM , 32 MB ROM,Kechaoda,ebay,"28,686 Ratings"
"IQOO Z6 5G (Dynamo Black, 128 GB)","20,990",4.2,6 GB RAM , 128 GB ROM,IQOO,ebay,522 Ratings
"REDMI Note 10 Pro Max (Vintage Bronze, 128 GB)","19,999",4.3,6 GB RAM , 128 GB ROM ,REDMI,ebay,"16,369 Ratings"
"REDMI Note 11S (Polar White, 128 GB)","15,998",4.2,8 GB RAM , 128 GB ROM,REDMI,ebay,872 Ratings
Nokia TA-1010/105,"1,445",4.2,4 MB RAM , 4 MB ROM,Nokia,ebay,"21,319 Ratings"
"MOTOROLA e32 (Eco Black, 64 GB)","8,999",4.2,4 GB RAM , 64 GB ROM ,MOTOROLA,ebay,157 Ratings
"realme narzo 50 5G (Hyper Blue, 128 GB)","17,489",4.3,6 MB RAM , 128 GB ROM,realme,ebay,4 Ratings
"realme 8 5G (Supersonic Blue, 128 GB)","16,499",4.3,4 GB RAM , 128 GB ROM ,realme,ebay,"75,662 Ratings"
"REDMI Note 11 SE (Space Black, 64 GB)","16,949",4.3,6 GB RAM , 64 GB ROM ,REDMI,ebay,"30,409 Ratings"
GREENBERRI F1,"1,299",3.9,64 MB RAM , 64 MB ROM ,GREENBERRI,ebay,"1,511 Ratings"
"POCO M3 Pro 5G (Power Black, 128 GB)","17,999",4.2,6 GB RAM , 128 GB ROM ,POCO,ebay,"52,420 Ratings"
"IQOO Neo 6 5G (Cyber Rage, 256 GB)","33,999",4.4,12 GB RAM , 256 GB ROM,IQOO,ebay,289 Ratings
"Xiaomi 11i Hypercharge 5G (Purple Mist, 128 GB)","28,999",4.2,8 GB RAM , 128 GB ROM ,Xiaomi,ebay,"6,430 Ratings"
Kechaoda K55 Pro,"1,170",3.9,32 MB RAM , 64 MB ROM,Kechaoda,ebay,683 Ratings
"OPPO A17 (Lake Bule, 64 GB)","13,400",4.4,4 GB RAM , 64 GB ROM,OPPO,ebay,"1,044 Ratings"
itel Power 110,"1,320",4.1,4 MB RAM , 4 MB ROM ,itel,ebay,731 Ratings
LAVA A5,"1,399",4.1,32 MB RAM , 24 MB ROM ,LAVA,ebay,"12,395 Ratings"
"APPLE iPhone 14 Plus ((PRODUCT)RED, 128 GB)","82,999",4.6,,128 GB ROM,APPLE,ebay,412 Ratings
