Model,Price,Rating,RAM,ROM,Brand,Website,Rating
"MOTOROLA Edge 30 Fusion (Cosmic grey, 128 GB)","39,999",4.3,8 GB RAM , 128 GB ROM,MOTOROLA,ebay,"1,806 Ratings"
"POCO M5 (Yellow, 128 GB)","12,999",4.3,6 GB RAM , 128 GB ROM ,POCO,ebay,"1,359 Ratings"
Kechaoda K28,"1,399",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,691 Ratings"
"realme 10 Pro+ 5G (Hyperspace, 128 GB)","24,999",4.5,6 GB RAM , 128 GB ROM,realme,ebay,"4,381 Ratings"
"realme 10 Pro+ 5G (Nebula Blue, 128 GB)","25,999",4.5,8 GB RAM , 128 GB ROM,realme,ebay,"2,335 Ratings"
"POCO X4 Pro 5G (Yellow, 64 GB)","18,999",4.2,6 GB RAM , 64 GB ROM ,POCO,ebay,"61,334 Ratings"
SAMSUNG GURU GT,"1,695",4.1,153 MB RAM , 153 MB ROM,SAMSUNG,ebay,"3,207 Ratings"
"REDMI Note 10S (Shadow Black, 128 GB)","18,499",4.2,8 GB RAM , 128 GB ROM ,REDMI,ebay,"7,183 Ratings"
"OPPO Reno7 5G (Startrails Blue, 256 GB)","28,999",4.2,8 GB RAM , 256 GB ROM ,OPPO,ebay,"16,442 Ratings"
"�Note 11 (Starburst White, 64 GB)","13,299",,6 GB RAM , 64 GB ROM,�Note,ebay,#VALUE!
"APPLE iPhone 12 mini (Red, 256 GB)","52,999",4.5,,256 GB ROM,APPLE,ebay,"1,23,326 Ratings"
"REDMI 11 Prime 5G (Thunder Black, 128 GB)","15,899",4.2,6 GB RAM , 128 GB ROM,REDMI,ebay,174 Ratings
MU M5000,"1,299",3.9,32 MB RAM , 32 MB ROM,MU,ebay,"2,295 Ratings"
"Redmi Note 11 (Space Black, 64 GB)","13,849",4.2,6 GB RAM , 64 GB ROM,Redmi,ebay,"9,161 Ratings"
"SAMSUNG S20 FE 5G (Cloud Navy, 128 GB)","34,466",4.2,8 GB RAM , 128 GB ROM,SAMSUNG,ebay,"3,658 Ratings"
"SAMSUNG M53 5G (Deep Ocean Blue, 128 GB)","24,999",4.2,6 GB RAM , 128 GB ROM,SAMSUNG,ebay,421 Ratings
"IQOO Z6 44W (Ravan Black, 128 GB)","14,969",4.3,4 GB RAM , 128 GB ROM,IQOO,ebay,667 Ratings
LAVA Flip,"2,028",4.2,56 MB RAM , 56 MB ROM,LAVA,ebay,"1,423 Ratings"
"SAMSUNG Galaxy A53 (Awesome Black, 128 GB)","31,999",4,6 GB RAM , 128 GB ROM ,SAMSUNG,ebay,563 Ratings
"realme C30s (Stripe Blue, 64 GB)","8,999",4.2,4 GB RAM , 64 GB ROM ,realme,ebay,"3,588 Ratings"
"POCO M5 (Power Black, 128 GB)","12,999",4.3,6 GB RAM , 128 GB ROM ,POCO,ebay,"1,359 Ratings"
"realme C30s (Stripe Black, 64 GB)","8,999",4.2,4 GB RAM , 64 GB ROM ,realme,ebay,"3,588 Ratings"
"SAMSUNG Galaxy M33 5G (Emarld Brown, 128 GB)","19,974",4.3,8 GB RAM , 128 GB ROM,SAMSUNG,ebay,784 Ratings
"OPPO A15S (Rainbow Silver, 64 GB)","11,480",4.3,4 GB RAM , 64 GB ROM,OPPO,ebay,"5,488 Ratings"
"OPPO A15s (Dynamic Black, 128 GB)","12,990",4.3,4 GB RAM , 128 GB ROM,OPPO,ebay,"5,488 Ratings"
"OPPO A15S (Fancy white, 128 GB)","11,999",4.3,4 GB RAM , 128 GB ROM,OPPO,ebay,"5,488 Ratings"
Micromax J22,"1,273",3.6,32 MB RAM , 32 MB ROM,Micromax,ebay,168 Ratings
Micromax J22,"1,273",3.6,32 MB RAM , 32 MB ROM,Micromax,ebay,168 Ratings
"REDMI 9 Prime (Matte Black, 64 GB)","11,490",4.4,4 GB RAM , 64 GB ROM ,REDMI,ebay,"2,26,830 Ratings"
"REDMI A1 (Light Blue, 32 GB)","6,360",4.2,2 GB RAM , 32 GB ROM,REDMI,ebay,"1,893 Ratings"
"REDMI A1 (Black, 32 GB)","6,470",4.2,2 GB RAM , 32 GB ROM,REDMI,ebay,"1,893 Ratings"
"REDMI A1 (Light Green, 32 GB)","6,318",4.2,2 GB RAM , 32 GB ROM,REDMI,ebay,"1,893 Ratings"
Salora Coral,899,3.8,32 MB RAM , 32 MB ROM ,Salora,ebay,521 Ratings
LAVA Hero 600+,999,4.1,4 MB RAM , 3 MB ROM ,LAVA,ebay,"7,896 Ratings"
"realme 8 (Cyber Black, 128 GB)","15,999",4.4,4 GB RAM , 128 GB ROM ,realme,ebay,"1,21,458 Ratings"
"realme C21Y (Cross Black, 64 GB)","10,499",4.5,4 GB RAM , 64 GB ROM ,realme,ebay,"2,53,614 Ratings"
KARBONN K9 Yuva,"1,330",3.9,64 MB RAM , 32 KB ROM,KARBONN,ebay,571 Ratings
LAVA A5,"1,399",4.1,32 MB RAM , 24 MB ROM ,LAVA,ebay,"12,395 Ratings"
Micromax X755,"1,429",3.8,32 MB RAM , 32 MB ROM,Micromax,ebay,"4,454 Ratings"
"Tecno Pova 3 (Eco Black, 64 GB)","10,955",4.2,4 GB RAM , 64 GB ROM ,Tecno,ebay,253 Ratings
itel it2163S,989,4,4 MB RAM , 4 MB ROM ,itel,ebay,563 Ratings
KARBONN K9 max,"1,499",4,64 MB RAM , 64 MB ROM,KARBONN,ebay,"3,494 Ratings"
"Tecno Spark 9T (Turquoise Cyan, 64 GB)","9,370",4.3,4 GB RAM , 64 GB ROM ,Tecno,ebay,48 Ratings
"APPLE iPhone 14 Plus ((PRODUCT)RED, 256 GB)","92,999",4.6,,256 GB ROM,APPLE,ebay,412 Ratings
"Infinix Hot 11 (Silver Wave, 64 GB)","9,999",4.3,4 GB RAM , 64 GB ROM ,Infinix,ebay,"16,022 Ratings"
"IQOO Z6 Lite 5G (Stellar Green, 64 GB)","14,500",,4 GB RAM , 64 GB ROM,IQOO,ebay,#VALUE!
"IQOO Z6 Lite 5G (Mystic Night, 64 GB)","14,500",,4 GB RAM , 64 GB ROM,IQOO,ebay,#VALUE!
"Infinix Hot 11 (Emerald Green, 64 GB)","9,999",4.3,4 GB RAM , 64 GB ROM ,Infinix,ebay,"16,022 Ratings"
Kechaoda K28,"1,480",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,691 Ratings"
"POCO M3 (Yellow, 64 GB)","10,999",4.3,4 GB RAM , 64 GB ROM ,POCO,ebay,"1,24,433 Ratings"
"vivo Y22 (Metaverse Green, 128 GB)","16,499",4.3,6 GB RAM , 128 GB ROM ,vivo,ebay,404 Ratings
"Infinix Hot 11 (Silver Wave, 64 GB)","9,999",4.3,4 GB RAM , 64 GB ROM ,Infinix,ebay,"16,022 Ratings"
"vivo Y22 (Metaverse Green, 128 GB)","16,499",4.3,6 GB RAM , 128 GB ROM ,vivo,ebay,404 Ratings
"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)","26,430",4.2,8 GB RAM , 128 GB ROM ,Xiaomi,ebay,"1,532 Ratings"
Kechaoda K28,"1,480",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,691 Ratings"
itel Magic3 Smart Touch Keypad,"1,499",4.1,8 MB RAM , 8 MB ROM,itel,ebay,786 Ratings
"Redmi Note 11 (Space Black, 64 GB)","12,520",4.2,4 GB RAM , 64 GB ROM ,Redmi,ebay,"9,194 Ratings"
Kechaoda K33,"1,119",4,32 MB RAM , 32 MB ROM,Kechaoda,ebay,"8,248 Ratings"
"realme Narzo 30 (Racing Blue, 128 GB)","15,499",4.3,6 GB RAM , 128 GB ROM ,realme,ebay,"76,114 Ratings"
"realme Narzo 30 (Racing Silver, 128 GB)","15,499",4.3,6 GB RAM , 128 GB ROM ,realme,ebay,"76,114 Ratings"
Micromax J2,917,3.7,32 MB RAM , 32 MB ROM,Micromax,ebay,301 Ratings
"SAMSUNG M53 5G (Emerald Brown, 128 GB)","24,790",4.2,6 GB RAM , 128 GB ROM,SAMSUNG,ebay,421 Ratings
"realme 50i Prime (Mint Green, 64 GB)","9,488",,4 GB RAM , 64 GB ROM,realme,ebay,#VALUE!
LAVA A1 2021,"1,279",4.1,32 MB RAM , 24 MB ROM ,LAVA,ebay,"3,851 Ratings"
"REDMI 11 Prime (Peppy Purple, 64 GB)","11,978",4.3,4 GB RAM , 64 GB ROM,REDMI,ebay,48 Ratings
"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)","11,499",4.3,4 GB RAM , 128 GB ROM ,SAMSUNG,ebay,"2,97,273 Ratings"
"REDMI 11 Prime 5G (Thunder Black, 64 GB)","13,499",4.2,4 GB RAM , 64 GB ROM,REDMI,ebay,791 Ratings
"OPPO A74 5G BLACK (Fluid Black, 128 GB)","17,480",4.3,6 GB RAM , 128 GB ROM,OPPO,ebay,"1,770 Ratings"
KARBONN K9 Punch,"1,490",,52 MB RAM , 32 MB ROM ,KARBONN,ebay,#VALUE!
"SAMSUNG Galaxy F22 (Denim Blue, 128 GB)","13,499",4.3,6 GB RAM , 128 GB ROM ,SAMSUNG,ebay,"64,571 Ratings"
Kechaoda A26,"1,189",4.1,32 MB RAM , 32 MB ROM ,Kechaoda,ebay,"14,177 Ratings"
"OnePlus 10R 5G (Forest Green, 128 GB)","34,849",4.3,8 GB RAM , 128 GB ROM,OnePlus,ebay,"1,460 Ratings"
"realme C20 (Cool Blue, 32 GB)","7,499",4.4,2 GB RAM , 32 GB ROM ,realme,ebay,"2,96,108 Ratings"
Nokia 105 SS 2021,"1,382",4.2,4 MB RAM , 4 MB ROM,Nokia,ebay,"82,937 Ratings"
"Tecno POVA 4 (Cryolite Blue, 128 GB)","12,845",4.3,8 GB RAM , 128 GB ROM ,Tecno,ebay,4 Ratings
Micromax X746,"1,450",4,32 MB RAM , 32 MB ROM,Micromax,ebay,"20,881 Ratings"
"REDMI 9 Power (Electric Green, 64 GB)","11,499",4.3,4 GB RAM , 64 GB ROM,REDMI,ebay,"2,41,660 Ratings"
itel U20,"1,099",4.1,4 MB RAM , 32 MB ROM ,itel,ebay,867 Ratings
"Micromax IN 2B (Green, 64 GB)","6,999",3.9,4 GB RAM , 64 GB ROM ,Micromax,ebay,"21,229 Ratings"
Good One 2192,"1,099",4,32 MB RAM , 32 MB ROM ,Good,ebay,816 Ratings
"REDMI Note 10T 5G (Mint Green, 64 GB)","14,999",4.3,4 GB RAM , 64 GB ROM,REDMI,ebay,"44,119 Ratings"
"realme C21 (Cross Blue, 64 GB)","10,499",4.4,4 GB RAM , 64 GB ROM ,realme,ebay,"1,46,920 Ratings"
Motorola a50,"1,649",4.1,4 MB RAM , 4 MB ROM ,Motorola,ebay,"1,463 Ratings"
Kechaoda K55 Pro,"1,170",3.9,32 MB RAM , 64 MB ROM,Kechaoda,ebay,683 Ratings
itel Muzik 110,"1,253",4.1,4 MB RAM , 4 MB ROM ,itel,ebay,331 Ratings
Good One 2192,"1,049",4,32 MB RAM , 32 MB ROM ,Good,ebay,816 Ratings
Micromax X413,999,4,32 MB RAM , 32 MB ROM,Micromax,ebay,"2,812 Ratings"
Micromax S115,943,4,32 MB RAM , 32 MB ROM,Micromax,ebay,88 Ratings
Micromax S115,980,4,32 MB RAM , 32 MB ROM,Micromax,ebay,88 Ratings
"Tecno Camon 19 (Memphis Green, 128 GB)","14,960",4.2,6 GB RAM , 128 GB ROM ,Tecno,ebay,174 Ratings
"realme Narzo 30 5G (Racing Blue, 128 GB)","16,999",4.3,6 GB RAM , 128 GB ROM ,realme,ebay,"84,215 Ratings"
"MOTOROLA G30 (Dark Pearl, 64 GB)","10,999",4.1,4 GB RAM , 64 GB ROM,MOTOROLA,ebay,"36,233 Ratings"
"Infinix Smart 5A (Ocean Wave, 32 GB)","7,199",4.3,2 GB RAM , 32 GB ROM ,Infinix,ebay,"78,425 Ratings"
"Infinix Smart 5A (Quetzal Cyan, 32 GB)","7,199",4.3,2 GB RAM , 32 GB ROM ,Infinix,ebay,"78,425 Ratings"
"APPLE iPhone 14 ((PRODUCT)RED, 128 GB)","73,990",4.6,,128 GB ROM,APPLE,ebay,981 Ratings
KARBONN K9 PUNCH,"1,480",,52 MB RAM , 32 MB ROM ,KARBONN,ebay,#VALUE!
"SAMSUNG Galaxy A13 (Green, 128 GB)","15,499",4.1,4 GB RAM , 128 GB ROM ,SAMSUNG,ebay,635 Ratings
Snexian BOLD 1K,999,3.6,32 MB RAM , 32 MB ROM,Snexian,ebay,34 Ratings
Nokia 105 SS 2021,"1,448",4.2,4 MB RAM , 4 MB ROM,Nokia,ebay,"82,937 Ratings"
"Redmi 9A Sport (Coral Green, 32 GB)","6,599",4.1,2 GB RAM , 32 GB ROM ,Redmi,ebay,"24,369 Ratings"
"Nokia C21 Plus (Dark Cyan, 64 GB)","9,999",3.8,4 GB RAM , 64 GB ROM,Nokia,ebay,94 Ratings
"REDMI Note 11 (Space Black, 64 GB)","12,950",4.3,4 GB RAM , 64 GB ROM,REDMI,ebay,156 Ratings
"APPLE iPhone 14 Pro Max (Deep Purple, 128 GB)","1,39,900",4.7,,128 GB ROM,APPLE,ebay,418 Ratings
Kechaoda K9,"1,350",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,590 Ratings"
"vivo Y15c (Mystic Blue, 32 GB)","9,499",4.1,3 GB RAM , 32 GB ROM ,vivo,ebay,"1,047 Ratings"
"vivo V23e 5G (Sunshine Gold, 128 GB)","22,997",4.2,8 GB RAM , 128 GB ROM ,vivo,ebay,"1,890 Ratings"
Nokia 125 DS,"2,215",3.8,4 MB RAM , 4 MB ROM,Nokia,ebay,815 Ratings
"realme 8 (Cyber Black, 128 GB)","17,999",4.4,8 GB RAM , 128 GB ROM ,realme,ebay,"95,489 Ratings"
"realme 8 (Cyber Silver, 128 GB)","15,999",4.4,4 GB RAM , 128 GB ROM ,realme,ebay,"1,21,458 Ratings"
"realme 8 (Cyber Black, 128 GB)","16,999",4.4,6 GB RAM , 128 GB ROM ,realme,ebay,"1,21,376 Ratings"
"SAMSUNG Galaxy M32 (Light Blue, 64 GB)","13,999",4.2,4 GB RAM , 64 GB ROM,SAMSUNG,ebay,"4,237 Ratings"
Snexian Rock,"1,399",4,32 MB RAM , 32 MB ROM,Snexian,ebay,"11,586 Ratings"
"realme Narzo 30 (Racing Blue, 64 GB)","13,499",4.4,4 GB RAM , 64 GB ROM ,realme,ebay,"1,05,997 Ratings"
Micromax X756,"1,549",3.8,32 MB RAM , 32 MB ROM,Micromax,ebay,"4,739 Ratings"
Kechaoda K200,"1,279",4,32 MB RAM , 32 MB ROM,Kechaoda,ebay,112 Ratings
"REDMI 9 Power (Fiery Red, 64 GB)","11,499",4.3,4 GB RAM , 64 GB ROM,REDMI,ebay,"2,41,660 Ratings"
"realme Narzo 50i (Mint Green, 64 GB)","8,999",4.3,4 GB RAM , 64 GB ROM ,realme,ebay,"61,879 Ratings"
Kechaoda K115,"1,200",4.1,32 MB RAM , 32 MB ROM,Kechaoda,ebay,"28,686 Ratings"
"SAMSUNG Galaxy A33 (Awesome Blue, 128 GB)","25,999",4.1,6 GB RAM , 128 GB ROM ,SAMSUNG,ebay,"1,523 Ratings"
Kechaoda K115,"1,139",4.1,32 MB RAM , 32 MB ROM,Kechaoda,ebay,"28,686 Ratings"
"Infinix Hot 11S (7° Purple, 128 GB)","11,999",4.3,4 GB RAM , 128 GB ROM ,Infinix,ebay,"48,526 Ratings"
Kechaoda K115,"1,170",4.1,32 MB RAM , 32 MB ROM,Kechaoda,ebay,"28,686 Ratings"
"realme 50i Prime (Dark Blue, 64 GB)","9,468",,4 GB RAM , 64 GB ROM,realme,ebay,#VALUE!
Snexian BOLD 1K,999,3.6,32 MB RAM , 32 MB ROM,Snexian,ebay,34 Ratings
"Redmi 9A Sport (Coral Green, 32 GB)","6,599",4.1,2 GB RAM , 32 GB ROM ,Redmi,ebay,"24,369 Ratings"
"REDMI 9 Power (Electric Green, 64 GB)","11,499",4.3,4 GB RAM , 64 GB ROM,REDMI,ebay,"2,41,660 Ratings"
"ASUS ROG 5s (Black, 128 GB)","39,999",4.2,8 GB RAM , 128 GB ROM,ASUS,ebay,797 Ratings
"APPLE iPhone 14 ((PRODUCT)RED, 128 GB)","73,990",4.6,,128 GB ROM,APPLE,ebay,981 Ratings
"Infinix Smart 5A (Quetzal Cyan, 32 GB)","7,199",4.3,2 GB RAM , 32 GB ROM ,Infinix,ebay,"78,425 Ratings"
"Infinix Smart 5A (Ocean Wave, 32 GB)","7,199",4.3,2 GB RAM , 32 GB ROM ,Infinix,ebay,"78,425 Ratings"
Kechaoda K9,"1,350",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,590 Ratings"
"vivo Y15c (Mystic Blue, 32 GB)","9,499",4.1,3 GB RAM , 32 GB ROM ,vivo,ebay,"1,047 Ratings"
"Nokia C21 Plus (Dark Cyan, 64 GB)","11,299",3.8,4 GB RAM , 64 GB ROM,Nokia,ebay,94 Ratings
"APPLE iPhone 14 Pro Max (Deep Purple, 128 GB)","1,39,900",4.7,,128 GB ROM,APPLE,ebay,418 Ratings
"APPLE iPhone 14 Plus (Midnight, 128 GB)","82,999",4.6,,128 GB ROM,APPLE,ebay,412 Ratings
"REDMI 9 Power (Fiery Red, 64 GB)","11,499",4.3,4 GB RAM , 64 GB ROM,REDMI,ebay,"2,41,660 Ratings"
"SAMSUNG Galaxy A33 (Awesome Blue, 128 GB)","25,999",4.1,6 GB RAM , 128 GB ROM ,SAMSUNG,ebay,"1,523 Ratings"
Kechaoda K115,"1,139",4.1,32 MB RAM , 32 MB ROM,Kechaoda,ebay,"28,686 Ratings"
"realme 8 (Cyber Black, 128 GB)","16,999",4.4,6 GB RAM , 128 GB ROM ,realme,ebay,"1,21,376 Ratings"
"Moto G71 5G (Neptune Green, 128 GB)","16,999",4.2,6 GB RAM , 128 GB ROM,Moto,ebay,"21,817 Ratings"
"realme 8 (Cyber Silver, 128 GB)","15,999",4.4,4 GB RAM , 128 GB ROM ,realme,ebay,"1,21,458 Ratings"
Snexian Rock,"1,399",4,32 MB RAM , 32 MB ROM,Snexian,ebay,"11,586 Ratings"
Kechaoda K9,"1,350",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,590 Ratings"
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)","14,499",4.2,4 GB RAM , 64 GB ROM,MOTOROLA,ebay,"32,851 Ratings"
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)","20,296",4.2,6 GB RAM , 128 GB ROM,Redmi,ebay,"5,366 Ratings"
"IQOO Z6 44W (Lumina Blue, 128 GB)","14,885",4.3,4 GB RAM , 128 GB ROM,IQOO,ebay,667 Ratings
"itel Vision 3 (Jewel Blue, 64 GB)","6,929",4,3 GB RAM , 64 GB ROM ,itel,ebay,412 Ratings
Kechaoda K9,"1,350",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,ebay,"2,590 Ratings"
Micromax X512,"1,125",3.7,32 MB RAM , 32 MB ROM,Micromax,ebay,58 Ratings
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)","20,296",4.2,6 GB RAM , 128 GB ROM,Redmi,ebay,"5,366 Ratings"
"IQOO Z6 44W (Lumina Blue, 128 GB)","14,885",4.3,4 GB RAM , 128 GB ROM,IQOO,ebay,667 Ratings
"itel Vision 3 (Jewel Blue, 64 GB)","6,929",4,3 GB RAM , 64 GB ROM ,itel,ebay,412 Ratings
"itel Vision 3 (Multi Green, 64 GB)","7,999",4,3 GB RAM , 64 GB ROM ,itel,ebay,412 Ratings
"Tecno Spark 9T (Atlantic Blue, 64 GB)","9,445",4.3,4 GB RAM , 64 GB ROM ,Tecno,ebay,48 Ratings
"REDMI Note 10T 5G (Metallic Blue, 64 GB)","14,999",4.3,4 GB RAM , 64 GB ROM,REDMI,ebay,"44,119 Ratings"
"OPPO A17K (Gold, 64 GB)","9,974",4.1,3 GB RAM , 64 GB ROM ,OPPO,ebay,27 Ratings
"REDMI A1+ (Light Blue, 32 GB)","7,499",4.2,2 GB RAM , 32 GB ROM ,REDMI,ebay,542 Ratings
"Google Pixel 7 (Snow, 128 GB)","59,999",4.4,8 GB RAM , 128 GB ROM,Google,ebay,"1,775 Ratings"
Motorola a50,"1,649",4.1,4 MB RAM , 4 MB ROM ,Motorola,ebay,"1,463 Ratings"
"realme GT Master Edition (Luna White, 128 GB)","27,999",4.3,8 GB RAM , 128 GB ROM,realme,ebay,"61,530 Ratings"
"Redmi 9A (SeaBlue, 32 GB)","7,789",4.3,2 GB RAM , 32 GB ROM,Redmi,ebay,"21,404 Ratings"
Nokia 105DS PLUS,"1,549",4.1,32 MB RAM , 32 MB ROM,Nokia,ebay,240 Ratings
"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)","29,999",,8 GB RAM , 256 GB ROM,REDMI,ebay,#VALUE!
"vivo V23e 5G (Sunshine Gold, 128 GB)","24,999",4.2,8 GB RAM , 128 GB ROM ,vivo,ebay,"1,890 Ratings"
"SAMSUNG Galaxy A13 (Peach, 128 GB)","16,499",4.1,6 GB RAM , 128 GB ROM ,SAMSUNG,ebay,257 Ratings
"REDMI Note 11S (Horizon Blue, 128 GB)","15,995",4.2,8 GB RAM , 128 GB ROM,REDMI,ebay,872 Ratings
Kechaoda K200,"1,279",4,32 MB RAM , 32 MB ROM,Kechaoda,ebay,112 Ratings
"Infinix Smart 5A (Midnight Black, 32 GB)","7,199",4.3,2 GB RAM , 32 GB ROM ,Infinix,ebay,"78,425 Ratings"
"REDMI 10 Power (Power Black, 128 GB)","12,990",4.1,8 GB RAM , 128 GB ROM,REDMI,ebay,503 Ratings
SAMSUNG Metro 313,"2,840",4.2,512 MB RAM , 2.27 MB ROM,SAMSUNG,ebay,"1,451 Ratings"
"APPLE iPhone 12 mini (Black, 256 GB)","52,999",4.5,,256 GB ROM,APPLE,ebay,"1,23,326 Ratings"
"Infinix Smart 5A (Midnight Black, 32 GB)","7,199",4.3,2 GB RAM , 32 GB ROM ,Infinix,ebay,"78,425 Ratings"
KARBONN K310i,920,3.7,10 MB RAM , 10 MB ROM,KARBONN,ebay,326 Ratings
"Tecno Pova Neo (Geek Blue, 128 GB)","10,389",4.1,6 GB RAM , 128 GB ROM ,Tecno,ebay,611 Ratings
"SAMSUNG Galaxy A04 (Copper, 128 GB)","12,999",,4 GB RAM , 128 GB ROM ,SAMSUNG,ebay,#VALUE!
itel Muzik 110,"1,249",4.1,4 MB RAM , 4 MB ROM ,itel,ebay,331 Ratings
"OPPO K10 5G (Ocean Blue, 128 GB)","16,499",4.4,8 GB RAM , 128 GB ROM ,OPPO,ebay,"52,584 Ratings"
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)","19,989",4.3,6 GB RAM , 128 GB ROM,OnePlus,ebay,"40,620 Ratings"
"APPLE iPhone 11 (Purple, 64 GB)","39,999",4.6,,64 GB ROM,APPLE,ebay,"1,76,742 Ratings"
MTR MT322,749,3.7,32 MB RAM , 32 MB ROM,MTR,ebay,26 Ratings
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)","19,490",4.3,8 GB RAM , 128 GB ROM,REDMI,ebay,"2,852 Ratings"
Snexian BOLD 1K,999,3.6,32 MB RAM , 32 MB ROM,Snexian,ebay,34 Ratings
KARBONN K9,"1,345",4.1,,6.6 cm (2.6 inch) QVGA Display,KARBONN,ebay,"7,654 Ratings"
"OPPO A54 (Starry Blue, 64 GB)","12,489",4.4,4 GB RAM , 64 GB ROM ,OPPO,ebay,"10,827 Ratings"
"OPPO A54 (Moonlight Gold, 64 GB)","13,990",4.4,4 GB RAM , 64 GB ROM ,OPPO,ebay,"10,827 Ratings"
"OPPO A54 (Crystal Black, 128 GB)","14,990",4.4,4 GB RAM , 128 GB ROM ,OPPO,ebay,"10,827 Ratings"
"OPPO A54 (Starry Blue, 128 GB)","14,780",4.3,6 GB RAM , 128 GB ROM ,OPPO,ebay,"4,016 Ratings"
"APPLE iPhone 14 Plus (Purple, 256 GB)","92,999",4.6,,256 GB ROM,APPLE,ebay,412 Ratings
"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)","39,999",4.3,8 GB RAM , 128 GB ROM,MOTOROLA,ebay,"1,806 Ratings"
Nokia 110 TA-1302 DS,"1,699",4,4 MB RAM , 4 MB ROM ,Nokia,ebay,"24,647 Ratings"
Kechaoda K33 Rock,"1,199",4.4,32 MB RAM , 32 MB ROM,Kechaoda,ebay,25 Ratings
"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)","28,999",4.2,8 GB RAM , 128 GB ROM ,Xiaomi,ebay,"6,430 Ratings"
"POCO X3 Pro (Steel Blue, 128 GB)","25,999",4.3,8 GB RAM , 128 GB ROM ,POCO,ebay,"55,941 Ratings"
"OPPO A12 (Flowing Silver, 32 GB)","9,990",4.4,3 GB RAM , 32 GB ROM ,OPPO,ebay,"74,992 Ratings"
"OPPO A12 (Deep Blue, 32 GB)","9,990",4.4,3 GB RAM , 32 GB ROM ,OPPO,ebay,"74,992 Ratings"
"APPLE iPhone 14 Plus (Midnight, 256 GB)","92,999",4.6,,256 GB ROM,APPLE,ebay,412 Ratings
"OPPO A54 (Crystal Black, 128 GB)","14,990",4.4,4 GB RAM , 128 GB ROM ,OPPO,ebay,"10,827 Ratings"
"Infinix Hot 11S (Green Wave, 128 GB)","11,999",4.3,4 GB RAM , 128 GB ROM ,Infinix,ebay,"48,526 Ratings"
"OPPO K10 5G (Ocean Blue, 128 GB)","16,499",4.4,8 GB RAM , 128 GB ROM ,OPPO,ebay,"52,584 Ratings"
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)","19,490",4.3,8 GB RAM , 128 GB ROM,REDMI,ebay,"2,852 Ratings"
itel Muzik 110,"1,253",4.1,4 MB RAM , 4 MB ROM ,itel,ebay,331 Ratings
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)","19,989",4.3,6 GB RAM , 128 GB ROM,OnePlus,ebay,"40,620 Ratings"
"Redmi Note 11 (Space Black, 64 GB)","13,435",4.2,6 GB RAM , 64 GB ROM,Redmi,ebay,"9,161 Ratings"
"APPLE iPhone 11 (Purple, 64 GB)","39,999",4.6,,64 GB ROM,APPLE,ebay,"1,76,742 Ratings"
"SAMSUNG Galaxy A04 (Copper, 128 GB)","12,999",,4 GB RAM , 128 GB ROM ,SAMSUNG,ebay,#VALUE!
KARBONN K310i,920,3.7,10 MB RAM , 10 MB ROM,KARBONN,ebay,326 Ratings
Snexian BOLD 1K,999,3.6,32 MB RAM , 32 MB ROM,Snexian,ebay,34 Ratings
KARBONN K9,"1,345",4.1,,6.6 cm (2.6 inch) QVGA Display,KARBONN,ebay,"7,654 Ratings"
"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)","14,449",4.3,4 GB RAM , 128 GB ROM,REDMI,ebay,"2,097 Ratings"
MTR MT322,749,3.7,32 MB RAM , 32 MB ROM,MTR,ebay,26 Ratings
Kechaoda K33 Rock,"1,199",4.4,32 MB RAM , 32 MB ROM,Kechaoda,ebay,25 Ratings
"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)","28,999",4.2,8 GB RAM , 128 GB ROM ,Xiaomi,ebay,"6,430 Ratings"
"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)","39,999",4.3,8 GB RAM , 128 GB ROM,MOTOROLA,ebay,"1,806 Ratings"
"APPLE iPhone 14 Plus (Purple, 256 GB)","92,999",4.6,,256 GB ROM,APPLE,ebay,412 Ratings
itel Power110Neo,"1,325",,32 MB RAM , 32 MB ROM,itel,ebay,#VALUE!
"�Note 11 (Horizon Blue, 64 GB)","12,999",,6 GB RAM , 64 GB ROM,�Note,ebay,#VALUE!
